Taxa;ho3384;nh2118;ni0665;ni8189;nl7187;nn0966;no1740;nq3967;nq5400;nr5193;nt5910;nu0687;nu9969;nv7285;nv8762;ob4811;ob4860;oc0909;oc9785;od3399;of7414;og2901;oh3122;oh7156;oj7527;ok1999;ok6402;ol8811;om2144;om2763;om3324;om9255;om9313;on2945;on9775;oo5194;oo9790;os0506;os8566;ot4853;ou2004;ou9249;ox1581;ox6960;ox7729;oy8593;oz3346;oz6471;pa4637;pa6483;pb7910;pb9866;pd7678;ph1503;ph8318;pk4172;pk6045;pk7308;wp3927;wq5251;wr8031;wt7239;wt9623;wu1289;wu1636;wu6007;wv0777;wv2773;wv7822;wx2334;wy2804;wz0104;xa2543;xa7120;xb2260;xb9489;xc8845;xg6068;xk0827;xk4530;xk7699;xl4463;xl5106;xl7086;xm9487;xn1582;xo3595;xo3728;xo4734;ye6753
Actinomyces;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Leucobacter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rothia;23;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0
Propionibacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Actinomycetales_unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bifidobacterium;8;54;0;41;9;74;56;13;3;0;0;11;0;51;9;0;0;0;20;7;8;8;271;0;19;15;12;3;0;0;0;20;0;0;26;4;112;3;21;0;0;0;0;6;39;495;0;22;0;13;19;0;0;5;0;0;6;38;5;0;0;69;0;23;0;0;0;15;33;12;0;0;7;0;2;35;52;246;0;14;19;22;0;16;10;18;0;0;0;59
Scardovia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Adlercreutzia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Atopobium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;3;0;0;4;0;0;0;7;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Collinsella;0;17;0;17;25;9;69;0;4;0;12;21;0;17;4;0;0;0;0;0;0;0;0;0;2;0;0;8;0;0;45;8;0;0;3;3;8;3;6;0;0;0;0;3;8;0;0;3;0;14;4;0;0;0;0;20;0;0;0;0;11;28;0;3;0;3;0;12;0;8;2;7;3;0;0;0;0;13;0;3;0;10;0;9;0;7;0;0;7;0
Cryptobacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eggerthella;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gordonibacter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0
Olsenella;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slackia;0;0;0;0;7;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0
Coriobacteriaceae_unclassified_AVS1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coriobacteriaceae_unclassified_AVS2;0;6;0;0;29;3;69;0;0;0;0;10;0;5;0;0;0;0;6;0;0;0;4;0;0;0;6;18;0;0;0;18;0;0;0;21;0;0;12;0;0;0;0;3;12;0;0;3;0;12;41;0;6;0;0;15;0;3;0;0;14;0;0;46;0;7;0;0;0;0;0;12;0;0;0;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0
Senegalemassilia;4;9;0;0;0;0;0;5;0;0;0;15;0;0;0;0;0;0;0;0;0;6;0;0;0;0;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;5;0;0;0;0;0;0;0
Actinobacteria_unclassified;0;0;0;0;0;0;25;0;0;0;0;33;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
Bacteroides_AVS1;292;951;2167;1251;1786;857;373;493;1177;900;12;2318;7831;153;218;580;950;2827;2658;28;1509;1209;152;1799;296;4180;1580;373;789;1482;710;1088;1254;2819;71;2509;3857;3648;1295;1029;5747;2091;4076;5011;899;406;3732;5716;430;242;5450;4788;547;1567;1565;1569;17814;1165;4121;926;3492;1257;6843;25;132;158;1943;408;4205;986;5219;2717;1698;1384;1780;4398;2694;1243;7186;531;3714;5215;1897;2634;1132;1522;61;1577;1319;1606
Barnesiella;0;149;16;0;36;10;127;617;839;306;0;37;14;0;22;0;235;49;37;0;67;6;0;4;24;24;23;38;89;685;9;900;38;0;0;352;167;240;72;395;1340;215;666;1513;21;342;0;25;3;4;0;34;0;319;809;66;304;0;297;0;0;0;392;0;32;260;761;0;23;808;414;0;136;30;0;86;8;26;58;23;103;0;54;72;363;5;0;0;265;1084
Butyricimonas;0;13;20;11;47;0;0;15;12;9;16;42;35;0;10;7;27;22;0;7;13;0;0;6;20;0;32;25;67;64;23;80;0;88;13;17;0;9;66;560;0;11;0;0;14;32;73;74;10;11;53;6;69;166;24;71;33;0;35;8;118;15;15;0;9;8;61;0;25;8;311;0;7;17;48;122;0;0;87;48;0;105;14;64;60;8;8;12;78;15
Odoribacter;0;45;33;9;13;31;18;0;50;6;0;7;9;3;0;0;9;10;7;4;12;42;0;6;5;0;42;6;4;156;13;342;26;27;0;66;61;35;29;101;11;8;68;97;9;761;7;52;3;0;32;84;7;11;15;74;10;443;40;6;0;27;0;0;0;0;27;4;8;13;3;54;52;11;7;9;40;11;39;36;11;0;22;30;6;6;0;0;11;6
Parabacteroides;4;109;0;104;53;19;132;90;44;33;0;159;1044;7;8;10;23;17;31;4;0;0;0;46;25;0;83;46;160;60;44;721;190;257;2;141;132;292;132;100;133;245;0;577;95;0;13;49;18;24;17;301;34;25;45;76;383;0;36;0;0;103;0;0;6;32;109;14;87;21;16;41;30;91;33;476;7;35;327;69;275;0;146;93;34;388;29;23;222;4
Porphyromonas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Porphyromonadaceae_unclassified_AVS1;0;8;0;92;0;0;0;121;0;0;0;0;0;0;0;7;20;3;7;0;0;0;0;0;0;0;0;0;8;0;0;7;0;0;0;0;149;0;0;380;0;0;0;0;0;0;0;0;0;0;90;69;0;26;17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0
Porphyromonadaceae_unclassified_AVS2;0;0;0;0;0;0;72;0;0;0;26;47;291;25;0;214;0;0;0;95;0;0;33;30;0;0;440;0;0;0;33;0;79;0;16;0;0;0;138;0;0;0;0;0;160;0;0;21;0;35;32;0;0;533;0;295;0;0;0;249;0;0;0;78;0;0;0;0;0;0;0;839;65;0;59;268;0;0;490;197;0;0;0;0;0;136;0;745;0;0
Paraprevotella;3;104;0;0;19;9;44;715;0;0;0;0;44;3;0;73;0;480;0;10;0;0;19;16;0;0;462;4;0;0;3;54;37;0;30;368;0;27;0;0;0;0;0;97;23;0;242;0;0;8;29;0;0;17;0;54;638;0;0;122;0;7;82;0;42;0;0;0;75;0;0;122;166;210;66;632;0;122;477;7;157;0;95;0;75;0;0;0;0;0
Prevotella;613;77;0;14;3649;0;0;0;0;0;1730;905;342;5616;42;2928;26;8;0;948;3779;0;140;259;4958;0;2741;884;1762;320;99;0;166;0;2946;0;0;0;391;275;0;238;0;56;424;0;7;32;6250;2003;2691;0;2442;33;706;79;693;0;465;3462;0;844;300;4361;623;45;24;54;0;82;757;4009;252;2857;2180;6418;0;15;0;1192;0;0;4412;0;222;3702;2665;322;5209;4
Prevotellaceae_unclassified_AVS1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prevotellaceae_unclassified_AVS2;0;0;0;0;0;0;0;0;0;0;175;0;0;768;0;232;0;0;0;198;0;0;0;0;0;0;0;122;0;0;0;0;0;0;150;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;348;0;0;0;0;0;0;0;0;252;0;0;0;555;0;0;0;0;0;0;0;0;0;0;0;457;0;0;0;0;0;0;200;0;0;0;198;75;0;0
Alistipes;23;181;154;1159;278;162;260;303;284;1389;0;174;895;11;130;22;916;42;112;5;161;895;11;15;97;2818;253;58;241;1240;37;4208;227;329;8;417;1279;1433;53;1213;1632;359;2246;1342;201;1649;3285;501;29;43;1487;764;410;558;308;826;589;4822;1988;42;77;672;22;0;85;786;2148;7;412;1304;12;284;1516;195;58;55;1403;125;685;160;472;228;46;276;4;0;31;189;410;392
[Prevotella];0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteroidales_unclassified_AVS1;107;0;0;0;0;0;0;0;0;0;0;0;8276;6;0;0;0;75;0;0;0;0;0;0;1121;0;0;0;0;0;416;0;0;0;175;0;0;28;503;0;0;0;0;0;0;0;0;0;542;1103;57;0;7;176;0;0;0;0;101;622;0;0;0;104;16;0;0;0;0;0;0;0;0;0;0;0;0;288;0;156;0;0;0;0;0;0;0;20;0;0
Bacteroidales_unclassified_AVS2;0;0;0;0;0;0;46;0;0;0;7;0;0;53;572;362;0;0;0;351;0;0;0;0;52;0;0;0;0;0;142;0;1027;0;3;0;0;0;1284;0;0;0;0;0;0;0;0;0;0;111;451;0;0;2498;0;396;0;0;0;138;0;0;56;775;0;101;0;0;0;1209;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;98;0;0;0
Chryseobacterium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteroidetes_unclassified;0;0;0;0;9;0;0;0;52;26;0;0;0;0;0;0;5;0;0;0;0;0;0;0;7;0;0;15;0;0;0;130;0;0;0;6;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;4;8;15;0;16;0;0;10;0;0;0;10;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
[Melainabacter];0;0;181;0;68;0;11;805;222;16;211;0;0;0;25;4;0;0;230;0;0;23;108;7;0;1255;135;119;220;54;9;0;149;0;0;57;164;0;0;0;0;13;15;50;0;38;0;67;0;0;179;0;0;0;17;440;0;7;0;0;0;41;118;0;920;8;7;23;0;0;0;0;92;0;0;0;23;0;6;0;0;0;97;0;205;0;0;0;3;5
Methanobrevibacter;0;3;0;0;5;3;0;0;0;0;0;0;5;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
vadinCA11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacillus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oceanobacillus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Staphylococcus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gemella;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Granulicatella;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
Enterococcus;0;26;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;7;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactobacillus;5;0;0;0;200;216;32;96;0;0;34;107;0;201;0;28;0;0;35;0;0;53;0;0;0;51;0;0;0;12;0;0;0;73;0;0;0;9;0;0;0;0;0;11;44;17;0;0;0;21;13;0;0;0;0;29;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;2;0;0;0;0;0;18;0;0;17;0
Leuconostoc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Weissella;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lactococcus;0;0;0;0;0;0;116;0;0;0;7;0;0;0;0;25;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Streptococcus;144;31;14;7;34;5;63;0;18;0;13;62;8;43;0;144;0;3;37;5;9;0;46;0;0;12;0;0;0;0;9;0;8;23;0;4;52;19;16;9;10;0;0;12;8;0;8;42;0;0;17;0;0;10;0;0;6;3;19;0;0;0;8;21;0;0;8;17;0;11;0;0;0;0;13;0;0;312;0;9;48;5;0;0;0;4;0;0;38;0
Lactobacillales_unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Catabacter;0;0;0;0;67;5;3;10;6;228;0;0;77;0;199;5;10;0;0;0;0;0;0;0;0;6;9;105;9;23;12;50;7;0;48;11;0;0;29;11;0;410;0;0;4;62;0;0;0;3;124;16;261;11;205;570;0;207;7;0;0;16;12;252;472;27;12;25;0;0;0;0;60;0;0;0;198;30;0;15;0;0;0;0;0;0;0;0;0;0
Christensenella;0;29;0;0;22;4;6;0;0;195;0;2;0;0;21;34;10;0;0;0;0;0;0;0;0;12;0;8;0;157;85;44;52;0;7;16;0;2;0;0;21;9;0;0;64;30;8;12;0;112;8;0;0;0;35;60;0;85;20;0;0;60;6;18;0;0;9;0;0;55;6;0;21;10;0;0;7;7;0;3;0;4;0;0;0;0;2;3;0;16
Christensenellaceae_unclassified_AVS1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Christensenellaceae_unclassified_AVS2;0;90;5;12;202;20;38;13;0;97;0;12;63;8;67;28;9;20;0;0;0;13;3;0;19;38;0;51;16;11;55;60;25;0;25;123;17;2;0;7;0;41;0;2;47;39;0;2;15;54;70;23;0;19;78;187;12;80;111;0;0;0;0;94;0;31;137;6;0;37;0;0;26;0;0;0;72;7;6;28;0;0;26;4;6;0;4;25;0;14
Butyricicoccus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Clostridium_AVS1;292;155;445;68;35;333;138;347;329;62;126;124;20;171;240;259;11;4;148;122;20;84;443;59;42;573;50;82;80;174;46;314;129;43;461;118;1809;12;19;65;293;139;1209;0;66;33;6;48;25;109;343;0;17;320;194;254;8;249;0;4;16;58;490;465;950;1053;50;2896;46;162;5;0;365;23;67;4;179;2306;33;251;23;34;109;15;314;4;36;10;212;15
